text,sentiment
Not as nice as the picture they show,Negative
Had to pay $11.99 to return item that looks so different that the picture. When I think they should give the customer the option to send it back without a charge.,Negative
After about a month the pendant fell off and the slide not in the back unraveled!,Negative
Not worth the money i pay for. Thought it came in a book not just the pages of it,Negative
"I'm very disappointed.  I was intending to gift this to someone special, but it is too cheap sounding.",Negative
Its so small doesn't even feet my arm,Negative
"Do not buy. You can not get this in. Unless you want to injure yourself and make your nose bleed, like I did. No matter how how I tried or how hard I tried to injure myself, it still won't go in. I have had a nose ring for 15 years, so I'm not new to this. I have used every type of nose ring out there. Don't buy, it's not worth it.",Negative
"Looks cheap and has a really cheap chain.  The cat is fine, but the advertised cat eyes are too small to be seen...  Don't buy it...",Negative
Name spelling was incorrect,Negative
The item is very cheap looking and made.  It is a rip off and I am sorry I ordered for my granddaughters.  I would not even bother giving it to them.,Negative
Didn't love it,Negative
I wore this nose ring for 4 days before the silver completely tarnished. It infected my nose almost instantly. Spend a little more money to buy a gold nose ring that’s actually worth the money.,Negative
Did not like.  Very heavy product-,Negative
Earrings are owls not angels... was a birthday gift... all paperwork reads angels!🤬,Negative
It was actually a piece of paper.,Negative
Super gritty. Does not provide long lasting moisture.,Negative
"I wrote a review in regards to this earlier & gave it a 5.  Well, guess what?<br />IT TURNED!<br />IT TURNED!<br />IT TURNED!<br /><br />DO NOT BUY!<br />Do not buy!",Negative
"Not secure and comes off easily, and doesn’t cover all of my hair anyways, it is smaller than my other turban wrap. I bought this for sleep so it will not work. Complete waste of $40. Glad its biodegradable because I am throwing it away.",Negative
"I’m not sure if I just got too big of a size because the rest of the reviews are so good. But this thing is sharp. The two points of it dug into my skin inside and out. Every time I tried to blow my nose tissues ripped on it and got stuck.<br />I was afraid to size down too far because of getting it in, and I’m glad I didn’t cause it did take a little pressure to get it in, and it kinda hurt lol.<br />I’m returning it, it was nice quality as far as I could tell but i must be the only person who doesn’t wanna be stabbed every time there’s anything touching my nose 😂<br />Def don’t buy if you’re a sneezy person, ouchie.",Negative
Gave to my dad for fathers day and the golf ball was no longer attached and needed to be glued on as well as there being some minor cracks in the glass,Negative
I would like to exchange for a new one please,Negative
[[VIDEOID:640fcc64e522447d24519ba7501a700f]] I loved it because I thought it was the real deal... don't waste your $$,Negative
"It arrived horribly bent. Even though the cost was so low, I assumed it would be more substantial than it was in terms of the paper and the the foil, but oh well. Not really worth the $10 for it to arrive like this.",Negative
"I can say that some of this was in me for not looking VERY closely at size, but I was a little disappointed when this arrived and it was an 8x10 photo. I was wanting something more poster size. If you look at the description closely, it does say 8x10, but I wish that there was an option to select specific size and corresponding price at check out so it would have been more obvious what size this was. Since I was searching for posters, I didn’t expect something this size to be described as a poster, but I guess its a lesson to check the details of an item very closely before you order.",Negative
